Date,City,Country,Parent_Category,Sub_Category,Sales,Profit,Lat,Lon
2026-01-11,New York,United States,Tech Support,24/7 Support,14297.754291736028,6782.543313390782,40.7128,-74.006
2025-07-01,Toronto,Canada,Data Analytics,Server Rack,9170.860616899441,2921.374788460325,43.6532,-79.3832
2025-08-15,Toronto,Canada,Apparel,Streetwear Cap,3914.0053622692194,1761.049518959611,43.6532,-79.3832
2025-10-14,Halifax,Canada,Data Analytics,Quantivo AI License,21536.195078335746,6283.504365812859,44.6488,-63.5752
2025-02-16,Vancouver,Canada,Tech Support,24/7 Support,11401.805012472149,3489.5362679801865,49.2827,-123.1207
2026-01-12,Miami,United States,Apparel,ME-U Hoodie,12593.20580443639,4883.015429221595,25.7617,-80.1918
2025-07-19,Halifax,Canada,Data Analytics,BI Dashboard Pro,19024.199295601895,9395.690003033102,44.6488,-63.5752
2025-04-01,Toronto,Canada,Data Analytics,Quantivo AI License,24281.721982021667,6886.918298243222,43.6532,-79.3832
2025-07-14,Miami,United States,Apparel,Streetwear Cap,4251.9174429996565,1820.8108158779414,25.7617,-80.1918
2025-08-07,Vancouver,Canada,Apparel,Streetwear Cap,23496.91068393626,11652.372614993914,49.2827,-123.1207
2025-08-30,Vancouver,Canada,Tech Support,24/7 Support,24860.625406102612,5714.936227799053,49.2827,-123.1207
2025-02-14,Halifax,Canada,Apparel,ME-U Hoodie,13519.496553369481,5841.520323850191,44.6488,-63.5752
2025-03-15,Vancouver,Canada,Apparel,Streetwear Cap,18443.05133296025,7527.282483387856,49.2827,-123.1207
2025-01-26,Dartmouth,Canada,Data Analytics,Quantivo AI License,10213.8479930412,3641.7327891530745,44.6662,-63.5682
2025-11-13,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,3235.2448261765776,1322.256895703736,44.6662,-63.5682
2025-11-05,Vancouver,Canada,Apparel,Streetwear Cap,24094.725506715324,10903.260996547353,49.2827,-123.1207
2025-11-10,New York,United States,Data Analytics,Quantivo AI License,23663.623360478916,6793.956483002882,40.7128,-74.006
2026-01-25,Halifax,Canada,Apparel,ME-U Hoodie,4242.949737508078,1323.376717920283,44.6488,-63.5752
2025-10-23,Vancouver,Canada,Apparel,ME-U Hoodie,6449.046041808066,2977.504853908384,49.2827,-123.1207
2025-03-01,Miami,United States,Data Analytics,BI Dashboard Pro,19985.849319388766,4363.025830799421,25.7617,-80.1918
2025-10-03,Miami,United States,Tech Support,24/7 Support,23995.458462490333,11403.78711961079,25.7617,-80.1918
2025-12-19,Miami,United States,Data Analytics,BI Dashboard Pro,24015.44112183534,7051.369308907623,25.7617,-80.1918
2025-06-09,Miami,United States,Data Analytics,Quantivo AI License,8835.938062600444,1781.0336442196156,25.7617,-80.1918
2025-12-10,Dartmouth,Canada,Apparel,Streetwear Cap,19769.044004169347,6137.529679337466,44.6662,-63.5682
2025-11-29,Toronto,Canada,Data Analytics,Server Rack,18842.742223537178,8939.737388587955,43.6532,-79.3832
2025-06-12,Toronto,Canada,Tech Support,24/7 Support,5896.958982256868,1817.5350622674828,43.6532,-79.3832
2026-01-05,Miami,United States,Apparel,Streetwear Cap,24287.916029198517,6419.232828501394,25.7617,-80.1918
2025-03-02,Miami,United States,Data Analytics,Server Rack,1615.9919846643102,472.65309472848975,25.7617,-80.1918
2025-09-05,Dartmouth,Canada,Tech Support,Cloud Migration,3735.7463799613092,1434.6552778699765,44.6662,-63.5682
2025-02-20,Halifax,Canada,Apparel,ME-U Hoodie,10603.975884334592,4144.161289933429,44.6488,-63.5752
2025-06-21,Halifax,Canada,Tech Support,Cloud Migration,13554.246267678385,6284.299324901751,44.6488,-63.5752
2025-08-13,Miami,United States,Data Analytics,BI Dashboard Pro,23994.229448476333,8611.824666039476,25.7617,-80.1918
2025-08-17,New York,United States,Apparel,Streetwear Cap,19833.401591918057,4226.562809817991,40.7128,-74.006
2025-10-01,New York,United States,Apparel,Streetwear Cap,15720.904001649318,3318.1508001670536,40.7128,-74.006
2025-02-05,New York,United States,Apparel,Streetwear Cap,15690.98328095,4470.335763110232,40.7128,-74.006
2025-06-24,Vancouver,Canada,Data Analytics,Quantivo AI License,18642.724895020518,5420.928186331297,49.2827,-123.1207
2025-07-27,Miami,United States,Apparel,Streetwear Cap,11884.127287994836,4437.72253061529,25.7617,-80.1918
2025-02-13,Toronto,Canada,Data Analytics,Quantivo AI License,4264.357477573818,1008.3794097204056,43.6532,-79.3832
2025-09-09,New York,United States,Tech Support,Cloud Migration,15636.610145897628,6688.761092962056,40.7128,-74.006
2025-10-19,Toronto,Canada,Tech Support,Cloud Migration,6846.224545516643,2792.1843237220364,43.6532,-79.3832
2025-08-16,Miami,United States,Apparel,Streetwear Cap,23982.784839768476,6331.709674501726,25.7617,-80.1918
2025-12-17,Halifax,Canada,Tech Support,24/7 Support,19403.2676187474,4585.0656527391475,44.6488,-63.5752
2025-06-13,Vancouver,Canada,Tech Support,24/7 Support,16821.57791878112,6689.96087069394,49.2827,-123.1207
2025-11-03,Toronto,Canada,Tech Support,24/7 Support,12280.281318672865,5265.598732328281,43.6532,-79.3832
2025-07-10,New York,United States,Data Analytics,Quantivo AI License,5834.392068468971,2136.5646817923584,40.7128,-74.006
2025-06-05,Vancouver,Canada,Tech Support,Cloud Migration,13811.636162247982,3299.5364397281537,49.2827,-123.1207
2025-07-22,Toronto,Canada,Apparel,ME-U Hoodie,20041.24589880238,9853.701699122357,43.6532,-79.3832
2025-07-13,Dartmouth,Canada,Tech Support,Cloud Migration,11080.815548828548,4692.712879134275,44.6662,-63.5682
2025-09-06,Toronto,Canada,Apparel,Streetwear Cap,18525.442428229486,8831.853145019253,43.6532,-79.3832
2025-03-06,Dartmouth,Canada,Tech Support,24/7 Support,18257.64756870231,6553.034904122287,44.6662,-63.5682
2025-04-13,Toronto,Canada,Tech Support,Cloud Migration,19434.36688573433,6156.091932396912,43.6532,-79.3832
2025-07-04,Toronto,Canada,Tech Support,24/7 Support,8376.152629079272,3778.1885617601233,43.6532,-79.3832
2026-01-12,New York,United States,Data Analytics,Quantivo AI License,1858.340199018664,728.9706261827769,40.7128,-74.006
2025-02-18,Toronto,Canada,Data Analytics,BI Dashboard Pro,7486.564711477382,1848.8644071989931,43.6532,-79.3832
2025-02-16,Miami,United States,Apparel,ME-U Hoodie,18127.219161597735,5682.751482879899,25.7617,-80.1918
2025-09-28,Miami,United States,Tech Support,Cloud Migration,19333.466497724017,7133.270425462903,25.7617,-80.1918
2025-09-05,Dartmouth,Canada,Apparel,Streetwear Cap,11213.630846067124,2788.4041050296214,44.6662,-63.5682
2025-05-23,Halifax,Canada,Data Analytics,BI Dashboard Pro,1758.3131022511704,774.3098175719102,44.6488,-63.5752
2025-02-23,Halifax,Canada,Apparel,Streetwear Cap,2799.9242567673746,883.0427126686798,44.6488,-63.5752
2026-02-04,Miami,United States,Tech Support,Cloud Migration,22643.205307667737,4578.771496643021,25.7617,-80.1918
2026-01-12,Vancouver,Canada,Data Analytics,Quantivo AI License,7673.076150832553,3389.412303846765,49.2827,-123.1207
2025-05-12,Toronto,Canada,Apparel,Streetwear Cap,14985.877530695596,5615.6490241516585,43.6532,-79.3832
2025-12-25,Toronto,Canada,Apparel,ME-U Hoodie,7422.072528903101,3283.46619393232,43.6532,-79.3832
2025-05-10,Vancouver,Canada,Data Analytics,BI Dashboard Pro,3605.302189641358,1771.8619088479793,49.2827,-123.1207
2025-12-14,Vancouver,Canada,Tech Support,24/7 Support,21949.61805363413,6911.4594402418215,49.2827,-123.1207
2025-01-04,Vancouver,Canada,Tech Support,Cloud Migration,18422.49387862348,3975.305148491416,49.2827,-123.1207
2025-03-30,Halifax,Canada,Apparel,Streetwear Cap,5265.841817335269,2001.400115692836,44.6488,-63.5752
2026-01-29,Dartmouth,Canada,Tech Support,24/7 Support,22140.170933069978,8621.977066953736,44.6662,-63.5682
2025-03-06,Toronto,Canada,Apparel,Streetwear Cap,23361.264929064022,8587.5132210162,43.6532,-79.3832
2025-06-11,Vancouver,Canada,Data Analytics,Quantivo AI License,23884.995247475174,9371.008903081947,49.2827,-123.1207
2025-08-22,Toronto,Canada,Tech Support,Cloud Migration,9749.196125512837,3604.0023083865676,43.6532,-79.3832
2026-01-04,Halifax,Canada,Apparel,ME-U Hoodie,19816.53303223367,8940.70645093369,44.6488,-63.5752
2025-03-10,Toronto,Canada,Tech Support,Cloud Migration,2384.911304941287,1083.0106420262507,43.6532,-79.3832
2025-08-11,Dartmouth,Canada,Tech Support,Cloud Migration,12738.56203953482,3440.5119885640506,44.6662,-63.5682
2026-01-01,New York,United States,Apparel,Streetwear Cap,5193.777202144091,1157.3448733430712,40.7128,-74.006
2025-10-10,Miami,United States,Apparel,Streetwear Cap,2943.095800889265,1087.6116629979142,25.7617,-80.1918
2025-03-28,Miami,United States,Apparel,ME-U Hoodie,24765.63766444352,8463.3910522104,25.7617,-80.1918
2025-06-14,New York,United States,Tech Support,24/7 Support,12206.149417174856,4873.010683757989,40.7128,-74.006
2025-01-17,Dartmouth,Canada,Data Analytics,Quantivo AI License,6616.119885440524,2746.4562940644464,44.6662,-63.5682
2025-07-12,Toronto,Canada,Data Analytics,Quantivo AI License,2907.180939401565,896.8945928076799,43.6532,-79.3832
2025-10-26,New York,United States,Data Analytics,BI Dashboard Pro,10278.68261904827,3896.693871962604,40.7128,-74.006
2025-05-24,Halifax,Canada,Apparel,Streetwear Cap,6855.859932918584,2864.3662753057347,44.6488,-63.5752
2025-08-29,New York,United States,Apparel,ME-U Hoodie,13901.885149339058,4181.359756923197,40.7128,-74.006
2025-11-15,Toronto,Canada,Apparel,Streetwear Cap,13783.361742913252,6886.074600769415,43.6532,-79.3832
2025-04-02,Vancouver,Canada,Data Analytics,BI Dashboard Pro,19105.423920224413,8544.838667151542,49.2827,-123.1207
2025-06-08,Halifax,Canada,Apparel,Streetwear Cap,11722.344903549843,4153.593706458318,44.6488,-63.5752
2025-10-08,New York,United States,Data Analytics,Server Rack,22266.831743644947,8758.98798012444,40.7128,-74.006
2025-02-12,Miami,United States,Tech Support,24/7 Support,21974.38879013092,5187.864894784848,25.7617,-80.1918
2025-04-19,Vancouver,Canada,Data Analytics,Quantivo AI License,24462.81987001061,11536.143229728554,49.2827,-123.1207
2025-10-20,Miami,United States,Apparel,ME-U Hoodie,8173.920976335707,1726.3731926652874,25.7617,-80.1918
2025-06-22,Vancouver,Canada,Data Analytics,BI Dashboard Pro,17456.47158611101,3821.1152608097827,49.2827,-123.1207
2025-10-31,New York,United States,Apparel,ME-U Hoodie,20352.44789828349,7804.625487006137,40.7128,-74.006
2025-04-08,Toronto,Canada,Data Analytics,Server Rack,23663.292368139293,6599.723086772637,43.6532,-79.3832
2025-05-20,Toronto,Canada,Apparel,ME-U Hoodie,5358.154582497003,2485.3877712946005,43.6532,-79.3832
2025-06-25,New York,United States,Tech Support,Cloud Migration,3433.864700373083,1312.2285610498716,40.7128,-74.006
2025-12-13,New York,United States,Data Analytics,BI Dashboard Pro,5399.280301396818,2011.8875284481785,40.7128,-74.006
2025-04-23,Vancouver,Canada,Data Analytics,Server Rack,24182.594818152393,8672.476161687327,49.2827,-123.1207
2025-11-01,Dartmouth,Canada,Tech Support,24/7 Support,7036.59985328286,3324.5823915713186,44.6662,-63.5682
2025-10-19,Vancouver,Canada,Data Analytics,Quantivo AI License,13084.23638354612,6189.445541845794,49.2827,-123.1207
2025-03-30,Miami,United States,Tech Support,24/7 Support,22061.979754751672,6729.990449277514,25.7617,-80.1918
2025-03-05,Toronto,Canada,Tech Support,24/7 Support,5170.029562557071,1826.30462740058,43.6532,-79.3832
2025-03-01,Halifax,Canada,Apparel,ME-U Hoodie,6298.1384444126725,1708.5422574090646,44.6488,-63.5752
2025-03-24,Dartmouth,Canada,Apparel,Streetwear Cap,18042.454812383843,5871.355487173383,44.6662,-63.5682
2025-07-04,Miami,United States,Tech Support,24/7 Support,4959.799163121499,2456.811427779137,25.7617,-80.1918
2025-03-05,Halifax,Canada,Apparel,Streetwear Cap,17258.19960413416,7748.248687213593,44.6488,-63.5752
2025-10-21,Toronto,Canada,Apparel,ME-U Hoodie,3752.2235583283223,1690.0696843075218,43.6532,-79.3832
2025-04-20,Dartmouth,Canada,Tech Support,24/7 Support,1671.0986869216047,706.8100196292522,44.6662,-63.5682
2025-10-06,Dartmouth,Canada,Data Analytics,Quantivo AI License,5760.500600235146,1639.1036112548368,44.6662,-63.5682
2025-05-07,Halifax,Canada,Data Analytics,Server Rack,4548.3284715098725,2190.2872067200933,44.6488,-63.5752
2025-11-09,Dartmouth,Canada,Tech Support,Cloud Migration,21300.053763192635,5809.220706130064,44.6662,-63.5682
2025-01-21,New York,United States,Tech Support,Cloud Migration,22178.363542655246,6696.483272370306,40.7128,-74.006
2025-04-20,Vancouver,Canada,Apparel,Streetwear Cap,9371.935097352969,2528.3764892826093,49.2827,-123.1207
2025-08-15,Miami,United States,Tech Support,Cloud Migration,6907.256002358193,3248.207246223766,25.7617,-80.1918
2026-01-14,Miami,United States,Data Analytics,Quantivo AI License,24244.372354201038,7405.047834229586,25.7617,-80.1918
2025-05-28,Toronto,Canada,Tech Support,Cloud Migration,16449.04872146736,7594.83440261677,43.6532,-79.3832
2025-11-21,Dartmouth,Canada,Apparel,ME-U Hoodie,23478.653327811833,9878.284029723813,44.6662,-63.5682
2025-09-13,Toronto,Canada,Tech Support,Cloud Migration,21589.770014993122,9013.704843260079,43.6532,-79.3832
2025-07-28,Toronto,Canada,Data Analytics,Server Rack,18787.678275169186,8113.007404508651,43.6532,-79.3832
2025-03-19,Halifax,Canada,Apparel,ME-U Hoodie,4382.7111720207995,1646.2264423787692,44.6488,-63.5752
2026-01-07,Miami,United States,Tech Support,Cloud Migration,5522.804461352074,2614.325009489627,25.7617,-80.1918
2025-05-27,Vancouver,Canada,Data Analytics,Quantivo AI License,19839.472258391117,6986.078940689454,49.2827,-123.1207
2025-04-20,Halifax,Canada,Apparel,Streetwear Cap,13395.130245291957,4291.729611267582,44.6488,-63.5752
2025-02-02,Miami,United States,Data Analytics,Quantivo AI License,16239.794111050833,5892.747520920931,25.7617,-80.1918
2025-01-03,New York,United States,Tech Support,Cloud Migration,18591.614992278024,7301.012382514707,40.7128,-74.006
2025-03-29,Halifax,Canada,Data Analytics,Quantivo AI License,20782.810427832992,5912.652156122902,44.6488,-63.5752
2026-01-19,Dartmouth,Canada,Apparel,Streetwear Cap,18289.097266022498,5059.650467063535,44.6662,-63.5682
2025-02-28,Toronto,Canada,Data Analytics,Server Rack,18252.81841501115,6389.305949946968,43.6532,-79.3832
2025-09-09,Dartmouth,Canada,Apparel,ME-U Hoodie,9712.833797475436,4323.1702716995815,44.6662,-63.5682
2025-09-30,Miami,United States,Data Analytics,Quantivo AI License,13591.718652143692,5092.2553428895135,25.7617,-80.1918
2025-09-23,New York,United States,Data Analytics,Quantivo AI License,22409.106681783644,5293.219456881503,40.7128,-74.006
2025-07-22,New York,United States,Data Analytics,Quantivo AI License,2828.3677766199753,1123.0275873029009,40.7128,-74.006
2025-11-26,Miami,United States,Tech Support,24/7 Support,12019.523605238875,4139.3720463901,25.7617,-80.1918
2025-07-08,Halifax,Canada,Tech Support,Cloud Migration,16621.493614760868,4233.083882452633,44.6488,-63.5752
2025-12-10,Vancouver,Canada,Tech Support,24/7 Support,1350.6731167303797,585.2965115455594,49.2827,-123.1207
2025-05-27,New York,United States,Apparel,Streetwear Cap,18974.405639794175,6981.803325467911,40.7128,-74.006
2025-07-24,Miami,United States,Tech Support,24/7 Support,11176.164587145207,3940.840098155543,25.7617,-80.1918
2025-12-19,Vancouver,Canada,Data Analytics,Server Rack,21098.07848615364,4386.597409188718,49.2827,-123.1207
2025-04-15,Miami,United States,Apparel,ME-U Hoodie,4071.869429086636,1447.6193652997242,25.7617,-80.1918
2025-01-14,Dartmouth,Canada,Tech Support,Cloud Migration,1481.6664878203428,580.7670302403299,44.6662,-63.5682
2025-01-16,Halifax,Canada,Tech Support,24/7 Support,8452.11767629642,2138.6457080877994,44.6488,-63.5752
2025-10-30,New York,United States,Apparel,Streetwear Cap,24629.23747444028,9107.087633812103,40.7128,-74.006
2025-02-19,Halifax,Canada,Tech Support,24/7 Support,2124.7384898428922,740.7655524723962,44.6488,-63.5752
2025-05-07,Vancouver,Canada,Data Analytics,Quantivo AI License,14642.784285347549,7092.56807849109,49.2827,-123.1207
2026-01-09,New York,United States,Tech Support,24/7 Support,7239.162176772003,2114.4271608781955,40.7128,-74.006
2025-11-14,Dartmouth,Canada,Apparel,ME-U Hoodie,20324.991884115865,7491.675705405218,44.6662,-63.5682
2025-06-30,Vancouver,Canada,Tech Support,Cloud Migration,12695.300895908205,3559.3549192074547,49.2827,-123.1207
2025-02-19,Dartmouth,Canada,Apparel,ME-U Hoodie,13118.948953750907,3078.245317834601,44.6662,-63.5682
2026-01-25,Toronto,Canada,Data Analytics,Quantivo AI License,8306.047752356691,2125.7713395612836,43.6532,-79.3832
2025-09-12,New York,United States,Data Analytics,BI Dashboard Pro,11209.946851481847,4726.2002401077725,40.7128,-74.006
2026-01-09,Miami,United States,Tech Support,Cloud Migration,10482.232108522354,4141.84042081991,25.7617,-80.1918
2025-08-08,Miami,United States,Data Analytics,Server Rack,11217.676106412175,2492.480130476687,25.7617,-80.1918
2025-03-15,Vancouver,Canada,Tech Support,24/7 Support,20255.720511808595,5427.485330237652,49.2827,-123.1207
2025-01-05,Toronto,Canada,Apparel,ME-U Hoodie,8089.911209902587,2709.3893052044436,43.6532,-79.3832
2025-11-29,Miami,United States,Tech Support,24/7 Support,3897.0246885065876,1396.29411122701,25.7617,-80.1918
2025-03-24,Miami,United States,Data Analytics,Server Rack,24172.518568592237,8736.794709132739,25.7617,-80.1918
2025-08-05,Toronto,Canada,Data Analytics,Quantivo AI License,18317.443027729543,8366.946092881844,43.6532,-79.3832
2025-06-06,Toronto,Canada,Apparel,ME-U Hoodie,16795.41648209686,6589.466032299655,43.6532,-79.3832
2025-08-16,Halifax,Canada,Tech Support,Cloud Migration,11512.808387115685,4632.602553504487,44.6488,-63.5752
2025-12-23,Vancouver,Canada,Apparel,ME-U Hoodie,4985.179312642717,1122.3468502125106,49.2827,-123.1207
2025-11-28,Miami,United States,Tech Support,Cloud Migration,9128.655457762201,1963.5891052721386,25.7617,-80.1918
2025-07-26,Halifax,Canada,Apparel,ME-U Hoodie,1592.2179932789309,770.06812068159,44.6488,-63.5752
2025-10-17,Halifax,Canada,Tech Support,24/7 Support,15324.4943983429,5216.11215187123,44.6488,-63.5752
2025-09-15,Miami,United States,Apparel,ME-U Hoodie,19600.44431726736,9155.653728883595,25.7617,-80.1918
2025-09-26,Miami,United States,Data Analytics,Quantivo AI License,23913.093327129332,7918.726745235001,25.7617,-80.1918
2025-02-07,Miami,United States,Tech Support,Cloud Migration,17460.52169368598,6703.412285647092,25.7617,-80.1918
2025-07-12,New York,United States,Tech Support,24/7 Support,17532.50365206656,6548.704600312307,40.7128,-74.006
2025-07-31,Dartmouth,Canada,Apparel,Streetwear Cap,8613.81691232881,3255.2997877051566,44.6662,-63.5682
2025-08-18,Dartmouth,Canada,Apparel,ME-U Hoodie,22763.451888238997,10223.194195621076,44.6662,-63.5682
2025-08-05,Miami,United States,Data Analytics,Server Rack,20648.456266385478,9699.804286992592,25.7617,-80.1918
2025-10-02,Miami,United States,Apparel,Streetwear Cap,14286.72255244994,6304.597206156891,25.7617,-80.1918
2026-01-31,Halifax,Canada,Data Analytics,Quantivo AI License,22638.727848958966,11046.754634723817,44.6488,-63.5752
2025-08-03,Vancouver,Canada,Apparel,ME-U Hoodie,1140.5850213467882,553.1301176752182,49.2827,-123.1207
2026-01-24,Halifax,Canada,Data Analytics,Server Rack,15502.710396250272,5977.252342777552,44.6488,-63.5752
2026-01-08,Toronto,Canada,Apparel,Streetwear Cap,19754.330448614808,6630.0102486785445,43.6532,-79.3832
2025-07-25,Miami,United States,Tech Support,24/7 Support,2778.3053494448104,1048.1551703684613,25.7617,-80.1918
2025-10-05,New York,United States,Tech Support,Cloud Migration,10493.10642107981,4071.587074193879,40.7128,-74.006
2025-04-26,Halifax,Canada,Data Analytics,BI Dashboard Pro,4717.636951741995,2134.967036492816,44.6488,-63.5752
2025-11-29,Dartmouth,Canada,Tech Support,24/7 Support,23533.466015674614,11044.400344615304,44.6662,-63.5682
2025-04-21,Halifax,Canada,Data Analytics,Server Rack,22034.377475210513,5286.818461847318,44.6488,-63.5752
2025-09-18,Toronto,Canada,Data Analytics,BI Dashboard Pro,12334.843305851093,4797.72964009082,43.6532,-79.3832
2025-04-30,Toronto,Canada,Apparel,Streetwear Cap,21239.067921242677,9918.544286695475,43.6532,-79.3832
2025-10-02,Toronto,Canada,Data Analytics,BI Dashboard Pro,22131.450775676094,6103.75884775312,43.6532,-79.3832
2026-01-02,New York,United States,Apparel,ME-U Hoodie,10289.509788297812,2181.7782407736127,40.7128,-74.006
2025-05-20,Vancouver,Canada,Tech Support,24/7 Support,10917.045428304551,4436.823569426221,49.2827,-123.1207
2025-01-22,Miami,United States,Tech Support,Cloud Migration,15989.163009048201,6501.732826038693,25.7617,-80.1918
2025-12-09,New York,United States,Tech Support,24/7 Support,21378.247832641948,6779.259012658149,40.7128,-74.006
2026-01-17,New York,United States,Data Analytics,Quantivo AI License,24267.715046505953,7817.103674079163,40.7128,-74.006
2025-03-20,Dartmouth,Canada,Tech Support,24/7 Support,9205.474607206217,3402.7846566245375,44.6662,-63.5682
2025-11-05,Halifax,Canada,Data Analytics,Quantivo AI License,1102.144830889742,237.52739754255356,44.6488,-63.5752
2025-06-08,Vancouver,Canada,Data Analytics,Server Rack,20868.97942906663,6540.387442289824,49.2827,-123.1207
2025-08-13,Halifax,Canada,Data Analytics,Quantivo AI License,16213.653342232232,5293.991787670855,44.6488,-63.5752
2025-04-15,New York,United States,Tech Support,Cloud Migration,15982.80330602918,6576.031884885676,40.7128,-74.006
2026-01-19,Toronto,Canada,Data Analytics,Server Rack,17943.07705436569,6460.335401753667,43.6532,-79.3832
2025-02-17,Dartmouth,Canada,Data Analytics,Server Rack,11825.211943877155,3470.907255021562,44.6662,-63.5682
2025-07-16,Toronto,Canada,Tech Support,24/7 Support,16923.839336522928,7325.413095290216,43.6532,-79.3832
2026-01-17,Miami,United States,Apparel,ME-U Hoodie,10490.378358288119,3332.834159855104,25.7617,-80.1918
2025-12-07,Miami,United States,Apparel,Streetwear Cap,9445.117236937487,3486.640765888808,25.7617,-80.1918
2025-02-24,Dartmouth,Canada,Data Analytics,Server Rack,6143.321173005399,2195.5116544224034,44.6662,-63.5682
2025-09-19,Toronto,Canada,Apparel,ME-U Hoodie,12460.797636140704,4460.015794739475,43.6532,-79.3832
2025-11-14,Miami,United States,Data Analytics,Server Rack,4925.386650017812,1786.4182711177236,25.7617,-80.1918
2025-02-06,Dartmouth,Canada,Tech Support,Cloud Migration,2103.7867284937593,532.2875822803411,44.6662,-63.5682
2025-07-12,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,11681.598549489456,5486.061548847492,44.6662,-63.5682
2025-03-23,Vancouver,Canada,Tech Support,Cloud Migration,12896.970918624529,5966.088489035708,49.2827,-123.1207
2025-07-11,Miami,United States,Tech Support,Cloud Migration,12598.046824602638,4965.356886904044,25.7617,-80.1918
2025-11-17,Toronto,Canada,Apparel,Streetwear Cap,4429.274020471985,2071.093075260408,43.6532,-79.3832
2025-12-03,New York,United States,Data Analytics,BI Dashboard Pro,7689.75096889306,3256.4491266128684,40.7128,-74.006
2025-03-14,New York,United States,Tech Support,Cloud Migration,19433.064216440027,4081.9832588013014,40.7128,-74.006
2025-06-18,New York,United States,Apparel,ME-U Hoodie,6365.725522684954,2068.5455734784605,40.7128,-74.006
2025-08-27,Dartmouth,Canada,Tech Support,24/7 Support,8480.750949502099,2962.5252759577584,44.6662,-63.5682
2025-02-11,Dartmouth,Canada,Data Analytics,Quantivo AI License,13414.501927964953,3822.2262938324093,44.6662,-63.5682
2025-09-29,Miami,United States,Tech Support,24/7 Support,7940.963019405095,3384.908925386158,25.7617,-80.1918
2025-06-26,Miami,United States,Tech Support,Cloud Migration,16113.84845625884,4746.272147625345,25.7617,-80.1918
2025-04-18,New York,United States,Apparel,Streetwear Cap,11092.140244746977,3293.673107645401,40.7128,-74.006
2025-06-11,New York,United States,Data Analytics,Server Rack,7351.969543911817,2065.625620082703,40.7128,-74.006
2025-04-30,Halifax,Canada,Tech Support,Cloud Migration,18147.69150237623,4669.765486324711,44.6488,-63.5752
2025-11-03,Vancouver,Canada,Apparel,ME-U Hoodie,23976.820237050873,7063.312693189135,49.2827,-123.1207
2025-02-19,Halifax,Canada,Apparel,Streetwear Cap,10760.343602994211,4514.413010537166,44.6488,-63.5752
2025-11-04,New York,United States,Tech Support,24/7 Support,14712.258615400866,6395.47501853052,40.7128,-74.006
2025-05-01,Vancouver,Canada,Tech Support,24/7 Support,14716.251759147117,4005.320832270657,49.2827,-123.1207
2025-11-13,Toronto,Canada,Data Analytics,Quantivo AI License,2857.249452115345,945.7164155124586,43.6532,-79.3832
2026-01-17,Halifax,Canada,Apparel,Streetwear Cap,11534.218084484433,5659.904346130608,44.6488,-63.5752
2025-04-08,Vancouver,Canada,Tech Support,Cloud Migration,12660.278007151968,3736.592196383897,49.2827,-123.1207
2025-01-06,Vancouver,Canada,Data Analytics,Server Rack,4383.306392186027,1654.5736176189466,49.2827,-123.1207
2025-08-17,New York,United States,Apparel,ME-U Hoodie,5848.65250837293,1964.7722437012856,40.7128,-74.006
2025-08-23,Vancouver,Canada,Tech Support,Cloud Migration,1012.1588505773227,268.36841071404433,49.2827,-123.1207
2025-08-01,Miami,United States,Apparel,Streetwear Cap,21132.41762443003,9291.192826175995,25.7617,-80.1918
2025-06-24,Toronto,Canada,Data Analytics,BI Dashboard Pro,13206.740691937133,3089.8584124529793,43.6532,-79.3832
2025-08-17,Halifax,Canada,Apparel,Streetwear Cap,23213.55241930152,10351.692897480922,44.6488,-63.5752
2025-11-19,New York,United States,Data Analytics,BI Dashboard Pro,18524.153885409112,7699.645661329936,40.7128,-74.006
2025-08-26,Halifax,Canada,Data Analytics,Quantivo AI License,22347.068211966423,9763.486932361653,44.6488,-63.5752
2026-01-04,Dartmouth,Canada,Tech Support,Cloud Migration,15078.782688631278,4036.848590355274,44.6662,-63.5682
2025-01-26,Miami,United States,Data Analytics,Quantivo AI License,11205.37635798947,2801.0603084100762,25.7617,-80.1918
2025-05-06,Toronto,Canada,Tech Support,24/7 Support,23801.558909934414,5373.856007534413,43.6532,-79.3832
2025-03-30,Halifax,Canada,Tech Support,24/7 Support,12600.74309460272,5214.920624674817,44.6488,-63.5752
2025-01-04,Vancouver,Canada,Data Analytics,Quantivo AI License,23645.44265497552,6844.9834536204335,49.2827,-123.1207
2025-01-19,Dartmouth,Canada,Tech Support,24/7 Support,10242.795387163165,3071.5323852024603,44.6662,-63.5682
2025-12-21,Halifax,Canada,Apparel,ME-U Hoodie,23861.79826478328,11322.638031795217,44.6488,-63.5752
2025-12-30,Vancouver,Canada,Apparel,ME-U Hoodie,10855.01565601934,4041.838118907234,49.2827,-123.1207
2025-11-16,New York,United States,Data Analytics,BI Dashboard Pro,23736.320828571534,9747.472548084395,40.7128,-74.006
2025-11-30,Vancouver,Canada,Apparel,ME-U Hoodie,18200.509447944205,4492.094737202177,49.2827,-123.1207
2025-11-18,New York,United States,Tech Support,24/7 Support,22814.53803782329,7286.178704017136,40.7128,-74.006
2025-02-15,Toronto,Canada,Tech Support,24/7 Support,12864.803462615526,4942.400373163663,43.6532,-79.3832
2025-04-06,Halifax,Canada,Apparel,ME-U Hoodie,7515.003379972018,2726.5241789128754,44.6488,-63.5752
